FIPS code ,area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,Average hourly pay ,lq_disclosure_code,lq_annual_avg_estabs_count,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay
35001,35001,5,111,75,0,2009,A,,"Bernalillo County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,19,557102,360839,1940,574,29845,14.300431241,,0.07,0.01,0.02,0.01,0.01,1.34,1.35
35005,35005,5,111,75,0,2009,A,,"Chaves County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,25,249,6555784,4668817,43166,507,26373,12.6367992333,,3.12,2.75,4.37,2.85,2.1,1.59,1.59
35009,35009,5,111,75,0,2009,A,N,"Curry County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,0,0,0,0,0,0,0,N,1.82,0,0,0,0,0,0
35011,35011,5,111,75,0,2009,A,N,"De Baca County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,4.51,0,0,0,0,0,0
35013,35013,5,111,75,0,2009,A,,"Dona Ana County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,96,1301,33091770,24454438,383447,489,25427,12.1835170101,,4.79,4.65,6.4,5.3,5.52,1.37,1.38
35015,35015,5,111,75,0,2009,A,,"Eddy County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,20,196,6484148,4084710,19399,635,33040,15.8313368471,,2.94,2.04,2.88,1.97,0.7,1.41,1.41
35023,35023,5,111,75,0,2009,A,,"Hidalgo County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,28,549098,498049,588,373,19380,9.2860565405,,6.92,4.09,4.54,6.34,0.4,1.09,1.1
35025,35025,5,111,75,0,2009,A,N,"Lea County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,0,0,0,0,0,0,0,N,0.72,0,0,0,0,0,0
35029,35029,5,111,75,0,2009,A,,"Luna County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,18,192,3216562,2738789,75266,322,16738,8.0201245807,,7.14,6.16,6.52,6,6.61,1.06,1.06
35033,35033,5,111,75,0,2009,A,N,"Mora County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,3.31,0,0,0,0,0,0
35035,35035,5,111,75,0,2009,A,,"Otero County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,60,1127721,960712,6658,362,18821,9.018207954,,1.26,0.85,0.94,1.03,0.5,1.11,1.11
35037,35037,5,111,75,0,2009,A,N,"Quay County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.64,0,0,0,0,0,0
35039,35039,5,111,75,0,2009,A,N,"Rio Arriba County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.26,0,0,0,0,0,0
35041,35041,5,111,75,0,2009,A,N,"Roosevelt County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,1.42,0,0,0,0,0,0
35043,35043,5,111,75,0,2009,A,,"Sandoval County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,50,764881,537210,3714,295,15323,7.3421178725,,0.43,0.41,0.3,0.22,0.07,0.73,0.73
35045,35045,3,111,75,0,2009,A,N,"San Juan County, New Mexico",Local Government,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,303.75,0,0,0,0,0,0
35045,35045,5,111,75,0,2009,A,,"San Juan County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,96,2169965,1620743,69857,436,22683,10.8687110685,,0.21,0.47,0.49,0.39,0.99,1.04,1.04
35049,35049,5,111,75,0,2009,A,,"Santa Fe County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,56,1494298,1135193,8557,510,26526,12.710110206,,0.34,0.22,0.27,0.26,0.15,1.24,1.24
35051,35051,5,111,75,0,2009,A,,"Sierra County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,128,2262164,2177475,90088,339,17639,8.4518447532,,5.43,9.55,11.58,10.43,25.37,1.21,1.21
35055,35055,5,111,75,0,2009,A,N,"Taos County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,0.47,0,0,0,0,0,0
35057,35057,5,111,75,0,2009,A,,"Torrance County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,62,1858122,1156666,10651,577,30010,14.3794920939,,5.71,4.89,9.21,6.81,3.9,1.88,1.89
35059,35059,5,111,75,0,2009,A,N,"Union County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,2.33,0,0,0,0,0,0
35061,35061,5,111,75,0,2009,A,N,"Valencia County, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.39,0,0,0,0,0,0
35999,35999,5,111,75,0,2009,A,N,"Unknown Or Undefined, New Mexico",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0
36000,36000,5,111,55,0,2009,A,,New York -- Statewide,Private,Crop production,"State, NAICS 3-digit -- by ownership sector",All establishment sizes,1018,11076,279664368,129370318,5092799,486,25249,12.0982271203,,0.37,0.32,0.26,0.41,0.32,0.81,0.81
36001,36001,5,111,75,0,2009,A,N,"Albany County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,0,0,0,0,0,0,0,N,0.11,0,0,0,0,0,0
36003,36003,5,111,75,0,2009,A,,"Allegany County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,43,998828,491018,42657,452,23502,11.2611403929,,0.9,0.76,1.01,1.32,2.23,1.35,1.35
36005,36005,5,111,75,0,2009,A,N,"Bronx County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0
36007,36007,5,111,75,0,2009,A,,"Broome County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,57,762791,443128,19496,256,13324,6.3842836608,,0.19,0.15,0.1,0.15,0.14,0.67,0.67
36009,36009,5,111,75,0,2009,A,,"Cattaraugus County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,79,2004178,986971,58941,489,25450,12.1945376138,,1.5,0.62,0.86,1.05,1.09,1.38,1.38
36011,36011,5,111,75,0,2009,A,,"Cayuga County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,22,245,6431100,2844823,129342,504,26205,12.5563009104,,2.56,2.3,3.24,3.41,3.17,1.4,1.4
36013,36013,5,111,75,0,2009,A,,"Chautauqua County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,25,208,4249012,2246128,66374,393,20461,9.8040249161,,1.62,0.96,1.13,1.28,0.82,1.18,1.18
36015,36015,5,111,75,0,2009,A,N,"Chemung County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.21,0,0,0,0,0,0
36017,36017,5,111,75,0,2009,A,,"Chenango County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,8,155673,105535,4802,359,18681,8.9511260182,,0.58,0.12,0.13,0.21,0.2,0.98,0.98
36019,36019,5,111,75,0,2009,A,,"Clinton County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,12,322,8261077,4457989,160082,493,25649,12.289889794,,1.23,2.31,2.93,3.97,2.67,1.27,1.27
36021,36021,5,111,75,0,2009,A,,"Columbia County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,26,227,6104549,3262768,107878,518,26912,12.8950646862,,2.84,2.72,3.96,4.87,4.07,1.46,1.46
36023,36023,5,111,75,0,2009,A,N,"Cortland County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.38,0,0,0,0,0,0
36025,36025,5,111,75,0,2009,A,N,"Delaware County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,0,0,0,0,0,0,0,N,1.05,0,0,0,0,0,0
36027,36027,5,111,75,0,2009,A,,"Dutchess County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,27,237,4833675,2052449,67218,392,20374,9.7623382846,,0.7,0.51,0.41,0.58,0.45,0.8,0.8
36029,36029,5,111,75,0,2009,A,,"Erie County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,47,427,9778892,4466911,226524,441,22915,10.9798754193,,0.43,0.23,0.25,0.28,0.28,1.07,1.07
36031,36031,5,111,75,0,2009,A,,"Essex County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,62,1638481,616261,24794,505,26286,12.5951126018,,1.34,1.04,1.49,1.33,0.95,1.42,1.43
36033,36033,5,111,75,0,2009,A,N,"Franklin County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.35,0,0,0,0,0,0
36035,36035,5,111,75,0,2009,A,,"Fulton County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,4,89789,52116,1094,398,20721,9.928605654,,0.52,0.06,0.07,0.1,0.04,1.12,1.12
36037,36037,5,111,75,0,2009,A,,"Genesee County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,23,456,17727918,5518185,114808,747,38870,18.6248203162,,3.39,4.74,10.43,7.1,2.87,2.2,2.2
36039,36039,5,111,75,0,2009,A,,"Greene County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,51,1040426,565780,26386,392,20367,9.7589841878,,1.15,0.88,0.96,1.18,0.98,1.09,1.09
36043,36043,5,111,75,0,2009,A,N,"Herkimer County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,0.5,0,0,0,0,0,0
36045,36045,5,111,75,0,2009,A,,"Jefferson County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,13,267392,135125,12358,403,20972,10.0488739818,,0.3,0.08,0.08,0.1,0.17,1.1,1.1
36047,36047,5,111,75,0,2009,A,,"Kings County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,26,672264,265721,6511,489,25448,12.1935793004,,0.04,0.01,0.02,0.01,0.01,1.19,1.2
36049,36049,5,111,75,0,2009,A,N,"Lewis County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.73,0,0,0,0,0,0
36051,36051,5,111,75,0,2009,A,,"Livingston County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,16,57,1435371,589234,27188,483,25109,12.0311451845,,2.42,0.7,1,1.09,0.96,1.42,1.43
36053,36053,5,111,75,0,2009,A,,"Madison County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,32,1208299,401403,16444,721,37467,17.9525634883,,1.05,0.37,0.77,0.63,0.52,2.08,2.08
36055,36055,5,111,75,0,2009,A,,"Monroe County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,30,376,7398582,4037530,142965,379,19690,9.4345951126,,0.36,0.25,0.21,0.31,0.23,0.83,0.83
36057,36057,5,111,75,0,2009,A,N,"Montgomery County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,0,0,0,0,0,0,0,N,1.03,0,0,0,0,0,0
36059,36059,5,111,75,0,2009,A,,"Nassau County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,14,74,1876364,716194,20405,491,25529,12.2323909919,,0.06,0.03,0.03,0.03,0.02,0.92,0.92
36061,36061,5,111,75,0,2009,A,,"New York County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,8,412889,89857,2735,982,51079,24.4748442741,,0.01,0,0,0,0,1.03,1.03
36063,36063,5,111,75,0,2009,A,,"Niagara County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,31,395,8976443,4883161,301801,437,22701,10.8773358888,,1.41,1.37,1.64,2.08,2.38,1.2,1.2
36065,36065,5,111,75,0,2009,A,,"Oneida County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,12,123,2537290,1333281,78297,396,20614,9.8773358888,,0.48,0.28,0.29,0.43,0.58,1.05,1.05
36067,36067,5,111,75,0,2009,A,,"Onondaga County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,21,212,4553150,2446282,121710,413,21494,10.298993771,,0.35,0.21,0.2,0.28,0.29,0.94,0.94
36069,36069,5,111,75,0,2009,A,,"Ontario County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,24,334,8709676,4209080,147741,501,26070,12.491614758,,1.72,1.68,2.26,2.45,1.66,1.34,1.34
36071,36071,5,111,75,0,2009,A,,"Orange County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,62,698,14892244,7772105,220275,410,21341,10.2256827983,,1.33,1.32,1.33,1.75,1.13,1,1
36073,36073,5,111,75,0,2009,A,,"Orleans County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,46,692,16710499,9924938,337999,465,24157,11.5749880211,,12.75,12.95,17.04,25.82,15.93,1.32,1.32
36075,36075,5,111,75,0,2009,A,,"Oswego County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,22,233,4303159,2397866,170893,355,18436,8.8337326306,,1.97,1.72,1.63,2.42,3.39,0.95,0.94
36077,36077,5,111,75,0,2009,A,N,"Otsego County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.27,0,0,0,0,0,0
36079,36079,5,111,75,0,2009,A,,"Putnam County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,15,475990,167463,7022,594,30875,14.7939626258,,0.34,0.15,0.19,0.18,0.17,1.24,1.24
36081,36081,5,111,75,0,2009,A,,"Queens County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,8,113923,68743,3047,289,15023,7.1983708673,,0.03,0,0,0,0,0.62,0.62
36083,36083,5,111,75,0,2009,A,,"Rensselaer County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,62,1217646,588599,12738,375,19508,9.3473885961,,0.6,0.29,0.26,0.39,0.17,0.89,0.89
36085,36085,5,111,75,0,2009,A,N,"Richmond County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.02,0,0,0,0,0,0
36087,36087,5,111,75,0,2009,A,,"Rockland County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,51,1023557,476317,25628,388,20169,9.6641111644,,0.11,0.11,0.08,0.12,0.14,0.77,0.77
36089,36089,5,111,75,0,2009,A,N,"St. Lawrence County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,0,0,0,0,0,0,0,N,0.56,0,0,0,0,0,0
36091,36091,5,111,75,0,2009,A,,"Saratoga County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,89,1764295,845163,38721,382,19861,9.5165309056,,0.4,0.29,0.28,0.3,0.3,0.96,0.96
36093,36093,5,111,75,0,2009,A,,"Schenectady County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,23,195045,127760,1802,160,8329,3.990896023,,0.24,0.09,0.03,0.06,0.02,0.32,0.32
36095,36095,5,111,75,0,2009,A,,"Schoharie County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,63,1016661,631810,43716,312,16223,7.7733588884,,2.49,1.73,1.63,2.4,2.94,0.95,0.95
36097,36097,5,111,75,0,2009,A,,"Schuyler County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,29,593157,267001,6503,393,20454,9.8006708194,,2.68,1.47,1.74,1.8,0.76,1.18,1.19
36099,36099,5,111,75,0,2009,A,,"Seneca County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,81,1509180,737042,31385,360,18728,8.9736463824,,2.85,1.77,1.75,2.36,2.11,0.99,1
36101,36101,5,111,75,0,2009,A,,"Steuben County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,21,114,1953340,1154696,60889,330,17185,8.2343076186,,2.1,0.75,0.53,0.94,0.91,0.71,0.71
36103,36103,5,111,75,0,2009,A,,"Suffolk County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,163,2140,69458075,22865091,1048896,624,32462,15.5543842837,,0.69,0.86,1.04,0.97,0.91,1.2,1.2
36105,36105,5,111,75,0,2009,A,N,"Sullivan County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.1,0,0,0,0,0,0
36107,36107,5,111,75,0,2009,A,N,"Tioga County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.48,0,0,0,0,0,0
36109,36109,5,111,75,0,2009,A,N,"Tompkins County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,0.26,0,0,0,0,0,0
36111,36111,5,111,75,0,2009,A,,"Ulster County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,43,668,15547695,9088978,237664,447,23260,11.1451844753,,1.8,2.76,3.28,4.66,2.77,1.18,1.19
36113,36113,5,111,75,0,2009,A,N,"Warren County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,0.26,0,0,0,0,0,0
36115,36115,5,111,75,0,2009,A,,"Washington County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,64,1075588,620780,36781,325,16916,8.1054144705,,1.04,1,0.87,1.39,1.58,0.87,0.87
36117,36117,5,111,75,0,2009,A,,"Wayne County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,93,1138,26024118,16073777,496386,440,22877,10.9616674653,,9.7,9.38,10.98,16.14,9.79,1.17,1.17
36119,36119,5,111,75,0,2009,A,,"Westchester County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,24,136,4213580,1509903,93764,595,30925,14.81792046,,0.14,0.08,0.08,0.09,0.12,0.93,0.93
36121,36121,5,111,75,0,2009,A,,"Wyoming County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,180,5653498,1964656,87070,605,31452,15.0704360326,,1.65,3.22,5.43,4.42,4.02,1.68,1.69
36123,36123,5,111,75,0,2009,A,,"Yates County, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,22,173,3175718,1629599,46636,352,18321,8.7786296119,,7.56,6.13,7.24,8.48,5.57,1.18,1.18
36999,36999,5,111,75,0,2009,A,,"Unknown Or Undefined, New York",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,31,740548,312937,18322,456,23698,11.355055103,,0.05,0.06,0.03,0.04,0.03,0.56,0.57
37000,37000,5,111,55,0,2009,A,,North Carolina -- Statewide,Private,Crop production,"State, NAICS 3-digit -- by ownership sector",All establishment sizes,1204,12358,268365488,194996673,2470819,418,21716,10.4053665549,,1.01,0.78,0.79,0.68,0.38,1.01,1.01
37001,37001,5,111,75,0,2009,A,,"Alamance County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,34,524841,427717,10498,301,15667,7.5069477719,,0.42,0.15,0.13,0.1,0.11,0.88,0.88
37003,37003,5,111,75,0,2009,A,N,"Alexander County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.34,0,0,0,0,0,0
37005,37005,5,111,75,0,2009,A,,"Alleghany County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,16,224,4050644,3613941,63661,348,18103,8.6741734547,,9.77,15.81,21.37,17.5,11.39,1.35,1.35
37007,37007,5,111,75,0,2009,A,N,"Anson County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.84,0,0,0,0,0,0
37009,37009,5,111,75,0,2009,A,,"Ashe County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,17,172,3856783,3017466,62650,432,22445,10.7546717777,,5.52,5.49,8.13,5.75,4.66,1.48,1.48
37011,37011,5,111,75,0,2009,A,,"Avery County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,20,110,3066915,2076490,23124,535,27797,13.3191183517,,6.46,3.26,5.82,4.67,2.01,1.78,1.78
37013,37013,5,111,75,0,2009,A,,"Beaufort County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,32,251,6439447,4347281,66408,494,25689,12.3090560613,,5.12,3.68,5.43,3.8,2.75,1.48,1.48
37015,37015,5,111,75,0,2009,A,,"Bertie County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,21,108,2404852,1669811,22575,427,22182,10.6286535697,,11.38,3.68,5.08,3.41,2.67,1.38,1.38
37017,37017,5,111,75,0,2009,A,,"Bladen County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,21,221,5264213,3776769,50945,458,23802,11.4048873982,,7.2,4.24,6.3,3.83,3.46,1.48,1.48
37019,37019,5,111,75,0,2009,A,,"Brunswick County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,183,3091464,2752643,9389,325,16878,8.0872065165,,0.66,1.61,1.55,1.39,0.23,0.96,0.96
37021,37021,5,111,75,0,2009,A,,"Buncombe County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,140,3016885,2697011,25724,416,21626,10.3622424533,,0.19,0.31,0.35,0.34,0.16,1.13,1.13
37023,37023,5,111,75,0,2009,A,,"Burke County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,64,1751053,1101239,18147,528,27432,13.144226162,,1.23,0.54,0.88,0.58,0.38,1.63,1.63
37025,37025,5,111,75,0,2009,A,,"Cabarrus County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,62,1683574,1081665,8469,522,27154,13.0110206037,,0.34,0.24,0.34,0.24,0.09,1.44,1.44
37027,37027,5,111,75,0,2009,A,,"Caldwell County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,61,1495557,1169046,11092,471,24517,11.7474844274,,1.14,0.6,0.9,0.67,0.21,1.51,1.51
37029,37029,5,111,75,0,2009,A,,"Camden County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,59,2455794,1103880,3338,797,41448,19.8600862482,,7.6,6.56,13.89,6.77,0.91,2.11,2.11
37031,37031,5,111,75,0,2009,A,,"Carteret County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,68,1946877,1202914,26958,552,28701,13.7522759943,,0.66,0.74,1.39,0.84,0.9,1.89,1.89
37033,37033,5,111,75,0,2009,A,N,"Caswell County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,1.52,0,0,0,0,0,0
37035,37035,5,111,75,0,2009,A,,"Catawba County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,69,1828756,1267084,8230,508,26408,12.6535697173,,0.33,0.22,0.31,0.2,0.05,1.43,1.43
37037,37037,5,111,75,0,2009,A,N,"Chatham County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.31,0,0,0,0,0,0
37041,37041,5,111,75,0,2009,A,,"Chowan County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,141,3029154,2099102,35866,414,21509,10.3061811212,,4.73,6.84,9.06,6.94,6.43,1.33,1.33
37045,37045,5,111,75,0,2009,A,,"Cleveland County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,52,1202162,813409,4987,442,23008,11.0244369909,,1.03,0.41,0.55,0.38,0.09,1.32,1.32
37047,37047,5,111,75,0,2009,A,,"Columbus County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,125,3204960,2049086,17834,494,25691,12.3100143747,,2.31,1.86,2.96,1.95,0.9,1.59,1.59
37049,37049,5,111,75,0,2009,A,,"Craven County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,15,89,2139530,1535083,15438,461,23972,11.4863440345,,1.27,0.55,0.67,0.67,0.33,1.21,1.21
37051,37051,5,111,75,0,2009,A,,"Cumberland County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,113,2129939,1639457,15443,361,18794,9.0052707235,,0.44,0.23,0.22,0.22,0.09,0.96,0.96
37053,37053,5,111,75,0,2009,A,N,"Currituck County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,0,0,0,0,0,0,0,N,1.59,0,0,0,0,0,0
37055,37055,5,111,75,0,2009,A,N,"Dare County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.11,0,0,0,0,0,0
37057,37057,5,111,75,0,2009,A,,"Davidson County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,42,962084,703710,9358,444,23090,11.063727839,,0.57,0.26,0.36,0.25,0.13,1.38,1.38
37059,37059,5,111,75,0,2009,A,N,"Davie County, North Carolina",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.47,0,0,0,0,0,0
